x,y
cemhtery,cemetery
omnivorously,omnivorously
assassikatio,assassination
beleived,believed
aggressi,aggressive
specimee,specimen
portraye,portrayed
alliviate,alleviate
commemratv,commemorative
compulsoh,compulsory
cyiticim,criticised
hierarchi,hierarchies
carsma,charismatic
scandida,scandinavia
farenhe,fahrenheit
anormous,enormous
souvenier,souvenir
suburbbn,suburban
openness,openness
hieoarqh,hierarchies
trpdoe,torpedoes
jewellar,jewellery
manufacturi,manufacturing
entrepreneur,entrepreneurs
abundancies,abundances
admisso,admission
practiwionerv,practitioners
adverrar,adversary
responsbilitis,responsibilities
ientific,scientific
predomnael,predominately
peruonne,personnel
carace,character
rimitively,primitively
ultimatel,ultimately
rmanently,permanently
laywri,playwright
hjmogenq,homogenized
archeologis,archeologist
invent,inventor
writeriac,criteria
suimminz,swimming
pertqurbation,perturbation
tadiio,tradition
acheolo,archeology
immediatley,immediately
devasta,devastating
liasion,liaison
heitage,heritage
indul,indulge
iqtewpre,interpret
substync,substances
millped,millipede
cnveie,convenient
domnat,domination
ntrient,nutrients
palestind,palestinian
maltesian,maltese
eeligiou,religious
ersistent,persistent
pollutgs,pollutes
messaginw,messaging
anytying,anything
sustanc,substances
tragscendqng,transcending
becojmendeng,recommending
restauraunt,restaurant
trustworthin,trustworthiness
essenjia,essential
fiercel,fiercely
austrafi,australia
ceremona,ceremonial
abrndanca,abundances
edaggera,exaggerated
misllaneou,miscellaneous
asertio,assertion
umpedanc,impedance
finaticx,fanaticism
tnbetievablef,unbelievable
vasso,vassal
citerio,criterion
urprise,surprise
arcetyp,archetype
iticisms,criticisms
mutlate,mutilated
superitende,superintendent
dismntegcraie,disintegrated
rallel,parallel
inolulat,inoculated
ressembling,resembling
experin,experience
gineratl,generate
matkemat,mathematics
indspensabl,indispensable
occassionaly,occasionally
palluted,polluted
preeamixe,preeminence
referenc,reference
tranformed,transformed
rephtiti,repetition
stiality,bestiality
elpphaht,elephant
synchronizat,synchronization
segmoentation,segmentation
riginal,originally
achihvem,achievement
pouszsse,possesses
rriticis,criticisms
mountafn,mountainous
accommdatd,accommodated
pregnnc,pregnancies
generatin,generating
phtalm,ophthalmic
thweaten,threatening
anonyit,anonymity
styuggld,struggling
hilario,hilarious
inauuuratioa,inauguration
ersade,persuade
apmistic,armistice
nurtuxin,nurturing
emnity,enmity
epropriatio,expropriation
renolutionak,revolutionary
consternatia,consternation
penhtrat,penetrator
homogeneize,homogenize
devlom,development
improvement,improvements
brazeilda,brazilian
evastat,devastated
tranolat,translator
assitan,assistant
crystallisap,crystallisation
resectivel,respectively
prhdomiuatnl,predominately
brazili,brazilian
prgvisip,provision
obstruct,obstructed
dihtho,diphthong
wharacterizez,characterized
documeni,document
epjsodes,episodes
gkvernke,government
caterpillaro,caterpillars
seugeant,sergeant
anohnted,anointed
traspotati,transportation
parates,separates
compytibplit,compatibilities
refriceratoy,refrigerator
organisxtion,organisation
constluctiyn,construction
nocult,inoculated
benkbupt,bankruptcy
diphton,diphthong
cntrol,controls
bstacles,obstacles
onaster,monasteries
anufacture,manufacture
ivailafl,available
necessr,necessarily
irreaistible,irresistibly
acuisit,acquisition
archetnp,archetypes
envionmnta,environmentally
adbressn,addressed
yoluntge,volunteered
coxbinations,combinations
erganibe,organise
associt,associate
rminis,reminiscent
widlspre,widespread
iminuti,diminutive
miluenni,millennia
rivileges,privileges
seizures,seizures
distnnct,distinction
cfntanue,continued
gurantee,guarantee
eaxonomy,taxonomy
disawppea,disappear
brethfen,brethren
distcznguishi,distinguishing
substac,substance
dnesday,wednesday
understoo,understood
elxminzt,eliminated
copoation,corporations
kesponsibili,responsibility
accomlisme,accomplishments
uninerrupe,uninterrupted
parten,apartment
rigorous,rigorous
critiiris,criticising
addrteesi,addressing
proress,progressed
constituti,constitution
strengtenin,strengthening
paralll,parallels
peainsul,peninsula
secratary,secretary
retaliatio,retaliation
unorfici,unofficial
pablikhe,publisher
monike,monikers
begner,beginner
culmint,culminating
morisstt,morissette
design,designed
sectac,spectacular
unnoztxceable,unnoticeable
ituitio,intuitions
rekeivvd,received
ophisticate,sophisticated
sqcrific,sacrificial
anuled,annulled
expluapat,explanation
jxhannin,johannine
brimston,brimstone
infarllibilit,infallibility
compzrativel,comparatively
artpller,artillery
mediicine,medicine
aggive,aggrieved
influnt,influential
sucieedi,succeeding
consbumma,consummated
imprfesar,impresario
prefidential,presidential
jit sing,hit singles
eginnin,beginning
copmetitors,competitors
pxissenc,existence
pavlon,pavilion
subtact,subtracting
apprecya,appreciate
sanwwichd,sandwich
benetfici,beneficiary
althouh,although
deeano,demeanor
rsuaded,persuaded
sueplementsd,supplemented
posesse,possessed
worldwi,worldwide
artographer,cartographer
harrassments,harassments
controlle,controlled
galatianz,galatians
mnivor,omnivorous
ninterupte,uninterrupted
irculation,circulation
strabegy,strategy
valable,valuable
recovmmendsng,recommending
ntributors,contributors
sould,could
hampened,happened
iscili,disciplined
adheiringd,adhering
functio,function
efffcien,efficiently
coleagu,colleague
bstali,bestiality
consumated,consummated
yaturall,naturally
dasorders,disorder
arcgeologistp,archeologists
propori,proportions
organiem,organism
dstribu,distributed
presen,presence
sonsciousnet,consciousness
aesthlticall,aesthetically
caculs,calculus
vicintty,vicinity
archltec,architects
puglishe,publisher
moisure,moisture
heafitst,heaviest
udergro,underground
disappoinin,disappointing
possesve,possesses
archaology,archeology
elperien,experience
garticularly,particularly
deinit,definitely
endelavfu,endeavour
demomhissiok,decommissioned
deveqopm,development
aoversara,adversary
metaphyical,metaphysical
swimig,swimming
leelecte,reelected
rolegomena,prolegomena
poonful,spoonfuls
improvins,improving
mainena,maintenance
businesv,business
pennine,apennines
crystallisatio,crystallisation
harsburgr,habsburg
proagnits,protagonists
compete,competent
convere,converted
stategy,strategy
suirotnd,surrounding
pjofusio,profusion
xpportul,opportunity
efficier,efficiency
goundrie,foundries
asocit,associated
srparate,separated
pronomic,pronominal
suceessfully,successfully
refenred,referred
movemen,movement
environrenta,environmental
illegtimate,illegitimate
intret,interest
govenment,government
pollutio,pollution
containes,contains
syulptvr,sculptures
iamonds,diamonds
ccasion,occasional
sculptzr,sculptures
comprshensivn,comprehensive
reamis,readmission
nowadys,nowadays
inadoequa,inadequate
organi,organise
ironictl,ironically
cassica,classical
purlishc,publisher
unieaterxlly,unilaterally
eection,election
reffrenc,reference
exagngera,exaggerate
facourab,favourable
liberapl,literally
galaytic,galactic
crificial,sacrificial
obeien,obedience
hdpocrit,hypocrites
laguage,language
proslytizi,proselytizing
unnoticble,unnoticeable
afministrate,administrate
noniknrs,monikers
erforme,performers
nderground,underground
secretarp,secretary
unprecedented,unprecedented
commisioning,commissioning
gueyrqll,guerrilla
strjctor,structured
imrisn,imprisoned
definitc,definitely
hllegian,allegiance
subxrban,suburban
restigi,prestigious
ategor,categorize
encypti,encryption
strateoi,strategic
honorar,honorary
poclaim,proclaiming
wedneda,wednesday
sanuwidh,sandwich
slightly,slightly
opphneft,opponent
ohdinari,ordinarily
comcatiiilita,compatibility
omogenized,homogenized
asjociqt,associates
tercontinental,intercontinental
coinwzan,cognizant
ntinental,continental
coincldemtal,coincidentally
yergamot,bergamot
definit,definite
pexsuade,persuade
deartmentl,departmental
ceptable,acceptable
arrang,arranged
sotry,story
inltaume,instruments
finite,definite
intrtoduc,introduced
heaquarters,headquarters
dichotum,dichotomy
toeranc,tolerance
governof,governor
nonethe,nonetheless
maraigge,marriage
bedience,obedience
delusiue,delusively
sxploitativh,exploitative
mediterainnean,mediterranean
abtendan,attendance
caracterst,characteristic
nowaoays,nowadays
copxribh,copyright
lbandonb,abandoning
tzxonogi,taxonomic
distrib,distributed
vecessar,necessary
eaggera,exaggerates
depebden,dependency
prehictao,predictable
addessa,addressable
posessed,possessed
pmesumab,presumably
propagans,propaganda
symetriall,symmetrically
oerroris,terrorist
infxttrationi,infiltration
frtilt,fertility
postive,positive
guafante,guarantees
efinition,definition
coloannaz,colonnade
neighhborfhoox,neighborhood
deermn,determining
jistinguishe,distinguishes
calculusk,calculus
apprehnsive,apprehensive
ponent,opponent
anti apthe,anti apartheid
captnured,captured
prmnen,permanent
rgcipien,recipients
pability,capability
athopomorhizaion,anthropomorphization
engieneer,engineer
subtact,subtract
eukopean,european
alinati,alienating
adrese,addresses
challege,challenge
constioution,constitution
recruiqi,recruiting
background,backgrounds
continen,continental
esirable,desirable
taxknomx,taxonomy
noiceab,noticeable
rpresenati,representatives
esponsibility,responsibility
arrestef,arrested
practitbnner,practitioner
inppropiat,inappropriate
emembe,remember
admnistate,administrate
emusement,bemusement
infoyrmat,information
commissiohed,commissioned
surveyor,surveyor
combustie,combustion
admanistered,administered
metdllur,metallurgy
arhaeoois,archaeologists
fahrnhe,fahrenheit
disputan,disputandum
adebuate,adequate
optiamiam,optimism
dieval,medieval
exremphile,extremophile
alcholic,alcoholic
temeram,temperament
lreferre,preferred
fenexici,beneficiary
dipthong,diphthong
arbrevia,abbreviated
enlbngements,enlargements
bittlesh,battleship
withhed,withheld
doinati,domination
algegedd,allegedly
ccmpaaab,comparable
persuadeh,persuaded
eigth,eighth
inturrup,interrupt
separatq,separated
communicvatio,communication
proclaaion,proclamation
pottoes,potatoes
populatw,population
evaluated,reevaluated
inhinitev,infinite
illogiqa,illogical
mnivro,omnivorous
caeory,category
levitte,levitated
resuodrectizg,resurrecting
bodybuil,bodybuilder
universa,universal
heterogenxou,heterogeneous
abuyddnt,abundant
esignment,resignment
optitmism,optimism
cstablrs,establishes
dipleas,displease
cmmitte,committed
auxijgiar,auxiliaries
rabseurg,habsburg
integrath,integrated
encryptv,encryption
porrait,portrait
sigkiuic,significant
carachter,character
asphyxiati,asphyxiation
dramtic,dramatic
exxibzti,exhibitions
prsece,presence
lonsciou,consciously
autobigraph,autobiography
gaurd,guard
conomy,economy
diaboric,diabolical
jurisictio,jurisdictions
rchievem,achievement
soveneig,sovereign
broadacasting,broadcasting
philosophies,philosophies
harasseb,harassed
parrallely,parallelly
aout i,about it
perpendirculai,perpendicular
responsiwvilities,responsibilities
unavailau,unavailable
lisogynu,misogyny
noorie,notoriety
maintepa,maintenance
unconsfiousnd,unconsciousness
subatgrie,subcategories
neigbourhoo,neighbourhood
disctover,discovers
fortc,forty
abriin,aborigine
recihpwen,recipients
cvailaml,available
pracwitionem,practitioners
vulzelabilitr,vulnerability
protagoi,protagonist
disinsegratep,disintegrated
asical,basically
gutual,guttural
athisti,atheistic
professinal,professional
postdam,potsdam
eraged,averaged
skajerra,skagerrak
unsuyrprusixg,unsurprisingly
certainty,uncertainty
latitue,latitude
dwscribe,described
conunct,conjunction
headquarere,headquartered
flourishi,flourishing
ellone cqrnegie mell,ellon  carnegie mellon
meteorol,meteorology
inturprk,interpretor
inadvertent,inadvertently
uncompetiwiv,uncompetitive
essenti,essential
unpregedente,unprecedented
istorians,historians
scciazis,socialism
crocodzl,crocodiles
diforied,disoriented
flambl,flammable
srategy,strategy
manufactuded,manufactured
cinsyquenced,consequences
fluovresg,fluorescent
peceful and,peaceful and
abuddanta,abundant
competvt,competition
indompatabilitie,incompatibilities
captnubed,captured
tranie,tyrannies
prjvocat,provocative
empysem,emphysema
negotiatipns,negotiations
idiotyncrasyt,idiosyncrasy
guidancen,guidance
soundra,soundtrack
poiion,position
rkcurrik,recurring
incidenaly,incidentally
cemewteri,cemeteries
adhernc,adherence
restaurate,restaurateur
cnmmisvi,commission
authoritativ,authoritative
poweauful,powerful
iritae,irritated
crrecto,correctors
releive,relieve
rememberable,memorable
camaig,campaigns
bsiess,business
qncorporatio,incorporation
incomble,incomplete
procedger,procedure
territoy,territory
tossessz,possessing
collater,collateral
ortoise,tortoise
incocrporatedn,incorporated
consoidated,consolidated
cficgona,aficionados
combust,combustion
feministf,feminist
vverythih,everything
exaerba,exacerbate
eletrically,electrically
egulators,regulators
dstinc,distinctive
vember,november
embrassmen,embarrassment
exhibzti,exhibition
blitzkrii,blitzkrieg
trmubles,troubles
exaigera,exaggerate
search,searches
dumming,drumming
secrnegar,secretary
remihnisc,reminiscent
ndigabourhoo,neighbourhood
occsio,occasional
karraniy,warranty
taponomy,taxonomy
decoppos,decomposed
stime,pastime
prefrre,preferred
psedony,pseudonym
deregato,derogatory
igtroduc,introduce
cntinuousy,continuously
sroceode,proceeded
spctrum,spectrum
accidentallyr,accidentally
descuss,discuss
decompos,decomposed
athenian,athenians
bginni,beginning
peqiniul,peninsula
opinf,opinion
penniylvania,pennsylvania
pamjhdet,pamphlet
dardael,dardanelles
heredity,heredity
respectiveay,respectively
incorruptibk,incorruptible
insance,instance
ecomonic,economic
szringen,stringent
midwvves,midwives
resublic,republics
taxobnomv,taxonomy
purfortm,purportedly
lrivixeg,privileges
cknowlegin,acknowledging
agmregat,aggregate
instithtitns,institutions
accezsio,accession
omivoouly,omnivorously
inpabnta,inhabitants
auhorit,authorities
writp,writing
gilamrnt,filament
hismelf,himself
doptve,adoptive
manufpcturvd,manufactured
chardctekist,characteristic
essentid,essential
challegg,challenge
ynonymo,synonymous
dbrectly,directly
prestigip,prestigious
copyrih,copyright
densly,densely
independntl,independently
eadmission,readmission
possibilitie,possibilities
igstance,instance
ccaratterist,characteristic
illsion,illusion
undevgro,underground
spestacu,spectacular
exhibti,exhibitions
definitely,indefinitely
tempklate,template
uthorit,authorities
abortisacikn,abortifacient
iniltra,infiltrated
itial,initial
anmwered,answered
agreemnt,agreement
restajra,restaurant
prysidential,presidential
subterrjnjan,subterranean
cassete,cassette
casaalty,casualty
carismatic,charismatic
internation,international
archaelogical,archaeological
intelligenc,intelligence
amndmen,amendments
shouald n,should not
