x	y	0	tf
caterjil	caterpillar	caterpillar	True
obedient	obedient	obedient	True
restauratur	restaurateurs	restaurateurs	True
snction	sanctioned	sanctioned	True
accommotin	accommodating	accommodating	True
cecomben	recommends	recommend	False
documenta	documents	documenta	False
unsurrising	unsurprisingly	unsurprisingly	True
sweay	swear	swears	False
recruit	recruiting	recruiting	True
armaturex	armature	armature	True
agricut	agriculture	agriculture	True
frivbleg	privileges	privilege	False
unchangeafle	unchangeable	unchangeable	True
linxuist	linguistic	linguistic	True
shrtwh	short while	short while	True
mwternal	materialist	materialist	True
rroclamastion	proclamation	proclamation	True
ntreprenur	entrepreneurs	entrepreneur	False
jourtneye	journeyed	journeyed	True
contede	contender	contender	True
hericage	heritage	heritage	True
cremony	ceremony	ceremony	True
tnconsciousp	unconsciousness	unconsciousness	True
levitkte	levitate	levitates	False
psudony	pseudonym	pseudonym	True
privte	private	private	True
bntroducn	introduced	introduced	True
wednekda	wednesday	wednesday	True
flammybl	flammable	flammable	True
majorzty	majority	majority	True
geoeter	geometers	geometers	True
assassntio	assassination	assassinations	False
rehargble	rechargeable	rechargeable	True
ccurrences	occurrences	occurrences	True
inaaequa	inadequate	inadequate	True
peasnt	pleasant	pleasant	True
suxstitw	substituted	substituted	True
aandons	abandons	abandons	True
raditionally	traditionally	traditionally	True
intitutionalize	institutionalized	institutionalized	True
explaination	explanation	explaiation	False
bnckgrou	backgrounds	backgrounds	True
clasqsica	classical	classical	True
atempi	attempting	attempting	True
survivied	survived	survived	True
becoyming	becoming	becoming	True
dravidiay	dravidian	dravidian	True
guranteed	guaranteed	guaranteed	True
henomenal	phenomenal	phenomenal	True
ntitle	entitled	entitled	True
amolesce	adolescent	adolescent	True
unlateally	unilaterally	unilaterally	True
piilosophicay	philosophically	philosophical	False
ssociat	associate	associated	False
precedbd	preceded	preceded	True
unsurpnising	unsurprising	unsurprising	True
infvuentx	influential	influential	True
drophobe	hydrophobe	hydrophobe	True
actualey	actually	actually	True
penetrmt	penetrator	penetrator	True
conscyou	consciously	consciously	True
haemorh	haemorrhage	haemorrhage	True
resaura	restaurants	restaurants	True
neceasjit	necessitate	necessitite	False
accompanie	accompanied	accompanied	True
nbstacle	obstacle	obstacle	True
receivrship	receivership	receivership	True
thorough	thorough	thorough	True
occurrn	occurring	occurring	True
secmen	specimen	specimen	True
uflikelyc	unlikely	unlikely	True
navailable	unavailable	unavailable	True
insume	instrument	instrument	True
ingredie	ingredients	ingredients	True
survgeillancem	surveillance	surveillance	True
sistence	insistence	snsistence	False
llinator	pollinator	pollinator	True
restorav	restoration	restoration	True
originxl	originally	originally	True
nadequate	inadequate	inadequate	True
audilfar	auxiliaries	auxiliaries	True
invetebrate	invertebrates	invertebrates	True
withh	with	withhe	False
gaaies	galaxies	galaxies	True
crite	critics	criteca	False
miltant	militant	militant	True
sommemoradiv	commemorative	commemorative	True
ispense	dispensed	dispense	False
avidian	dravidian	dravidian	True
empero	emperor	emperou	False
financial	financially	financially	True
periate	peripatetic	peripatetic	True
fundagentals	fundamentals	fundamentals	True
diresctly	directly	directly	True
atheniae	athenians	athenians	True
airicult	agriculture	agriculture	True
corsespy	correspond	corresponds	False
prepatory	preparatory	preparatory	True
preerr	preferred	preferred	True
precuso	precursor	precursor	True
cotemporay	contemporary	contemporary	True
arassi	harassing	harassing	True
prmitiv	primitively	primitivesy	False
whereao	whereabouts	whereatouts	False
colaectie	collection	collection	True
essentiak	essential	essential	True
riticis	criticised	criticised	True
nonuombatant	noncombatants	noncombatants	True
atellites	satellites	satellites	True
commissined	commissioned	commissioned	True
combioations	combinations	combinations	True
copnsaion	compensation	compensation	True
minestri	ministries	ministries	True
mrllensialis	millennialism	millennialism	True
sandwi	sandwich	sandwich	True
allophonu	allophones	allophone	False
sponsore	sponsored	sponsored	True
otatoes	potatoes	potatoes	True
extsio	extensions	extrrsions	False
coptibilit	compatibility	compatibility	True
tranjscendent	transcendental	transcendent	False
arceolo	archeology	archeology	True
defite	definite	definitely	False
coprigh	copyright	copyright	True
ukraiaia	ukrainian	ukrainian	True
oesn t	doesn t	doesn t	True
chcldeng	challenged	challenged	True
resemle	resemble	resembled	False
nstantly	constantly	constantly	True
atrociii	atrocities	atrocities	True
difappro	disapproval	disapproval	True
scrik	script	script	True
configurabl	configurable	configurable	True
unchallengable	unchallengeable	unchallengeable	True
unsucessful	unsuccessful	unsuccessfulluel	False
uncertaint	uncertainty	uncertainty	True
ssociated	associated	associated	True
ropeans	europeans	europeans	True
adchitect	architects	architect	False
imprioned	imprisoned	imprisoned	True
mullenni	millennia	millennia	True
popsgsse	possessed	possesses	False
sepuchr	sepulchre	sepulchre	True
maretin	marketing	marketing	True
eficen	efficiently	efficiently	True
guaate	guarantees	guarantees	True
alienatin	alienating	alienating	True
disoriel	disoriented	disoriented	True
describo	described	describes	False
iprson	imprisoned	imprisoned	True
discofo	discomfort	discomfort	True
hierarchicl	hierarchical	hierarchical	True
litrtu	literature	literature	True
recebivps	receives	receives	True
lieing	lying	liing	False
simultneou	simultaneously	simultaneously	True
skakegra	skagerrak	skagerrak	True
guarvanhe	guarantee	guaranteed	False
mirrored	mirrored	mirrored	True
attentin	attention	attention	True
ossible	possible	possible	True
transfera	transferred	transferred	True
metaphoial	metaphorical	metaphorical	True
distinguihe	distinguished	distinguished	True
idividu	individuals	individuals	True
nsense	nonsense	nonsense	True
municipnliqy	municipality	municipality	True
predeces	predecessor	predecessor	True
medimval	medieval	medieval	True
onsonant	consonant	consonant	True
extrpaoodinaru	extraordinary	extraordinary	True
referewc	references	references	True
professel	professed	professed	True
administrte	administrate	administrate	True
maqageab	manageable	manageable	True
chetical	chemical	chemically	False
instrumen	instruments	instruments	True
artificaly	artificially	artificially	True
assssintio	assassinations	assassinations	True
icidentally	incidentally	incidentally	True
abanoni	abandoning	abandoning	True
doesnt	doesn t	doesn t	True
ahieved	achieved	achieved	True
sunlss	sunglasses	sunglasses	True
contiui	continuing	continuing	True
opprkessie	oppression	oppressivn	False
destablized	destabilized	destabilized	True
conwrove	controversy	controversy	True
necehssit	necessitate	necessitate	True
annuallyg	annually	annually	True
pollues	pollutes	pollutes	True
journ	journal	journel	False
similiarity	similarity	similarity	True
illigr	milligram	milligram	True
achetyp	archetype	archetypes	False
johanni	johannine	johannine	True
ridiclo	ridiculous	ridiculous	True
linguivt	linguistic	linguistic	True
probocatn	provocative	probocative	False
pseudonyn	pseudonym	pseudonym	True
symphozy	symphony	symphony	True
covpatib	compatible	compatible	True
ntieab	noticeably	noticeable	False
supleentin	supplementing	supplementing	True
povsibul	possibility	possibility	True
reguarly	regularly	regularly	True
associt	associates	associated	False
acvorden	according	according	True
a vepngea	a vengeance	a vengeance	True
acxuavntance	acquaintances	acquaintances	True
toatoes	tomatoes	tomatoes	True
dnaugura	inaugurated	inaugurated	True
unforxunatel	unfortunately	unfortunately	True
omorrow	tomorrow	tomorrow	True
occason	occasions	occasiona	False
protaonist	protagonists	protagonist	False
hrrifyi	horrifying	horrifying	True
believdd	believed	believed	True
medicvne	medicine	medicine	True
atience	patience	patience	True
extermist	extremist	extremist	True
pocedur	procedure	procedure	True
attriut	attribute	attributed	False
prefrri	preferring	preferring	True
conservativx	conservative	conservative	True
orsginjl	originally	originally	True
manluverabis	maneuverability	maneuverability	True
emonstration	demonstration	demonstration	True
perspecta	perspective	perspective	True
aracterized	characterized	characterized	True
headquarte	headquarters	headquartere	False
intqrcogtenectal	intercontinental	intercontinental	True
csmputfr	computer	computer	True
detemlior	deteriorate	deteriorate	True
quiibr	equilibrium	equilibrium	True
andons	abandons	abandons	True
tempnqrar	temporarily	temporarily	True
numerous	numerous	numerous	True
govegrnmental	governmental	governmental	True
anomaloz	anomalous	anomalous	True
recohpen	recompense	recompense	True
predomnatel	predominately	predominately	True
omelettj	omelette	omelette	True
rrognt	arrogant	arrogant	True
aesceqda	descendants	descendants	True
hemorrh	hemorrhage	hamorrhage	False
refference	reference	reference	True
assualted	assaulted	assaulted	True
themsev	themselves	themselves	True
npticeav	noticeably	noticeable	False
eferal	referral	referral	True
advertisement	advertisements	advertisements	True
aedition	additional	addition	False
destintd	destined	destined	True
sptctrume	spectrum	spectrum	True
ccommodated	accommodated	accommodated	True
unnonsci	unconscious	unconscious	True
vallrettae	valletta	valletta	True
dificulty	difficulty	difficulty	True
mphysema	emphysema	emphysema	True
primtitiv	primitive	primitives	False
reeoimending	recommending	recommending	True
dependen	dependency	dependency	True
imprugvisaaio	improvisation	improvisation	True
inqualitis	inequalities	inequalities	True
admilsibslit	admissibility	admissibility	True
nescenda	descendant	descendants	False
nterfering	interfering	interfering	True
preszencen	presence	presence	True
intermre	interpret	interrretor	False
surpriue	surprise	surprised	False
attfibut	attribute	attributed	False
llophones	allophones	allophones	True
eaaggera	exaggerates	exaggerated	False
dxstabilizew	destabilized	destabilized	True
diver	diverse	diverse	True
vouunteeurinp	volunteering	volunteering	True
coeceivl	conceived	conceived	True
ctrines	doctrines	doctrines	True
begginer	beginner	beginnerse	False
appparhn	appearance	appearance	True
neapple	pineapple	pineapple	True
y vengeav	a vengeance	a vengeance	True
abourt eh	about the	about the	True
mmissioning	commissioning	commissioning	True
provkhded	provided	provided	True
vontinui	continuing	continuing	True
colleci	collective	collectioe	False
distinguish	distinguishing	distinguisheng	False
cacuus	calculus	cacculus	False
implement	implemented	implemented	True
veriio	vermilion	vermilion	True
resistibly	irresistibly	irresistibly	True
absec	absence	absence	True
ttendance	attendance	attendance	True
thgrougb	thorough	thorough	True
heteroeneou	heterogeneous	heterogeneous	True
tovernme	government	government	True
pesence	presence	presence	True
accessr	accessories	accessories	True
accommodaed	accommodated	accommodated	True
majojrity	majority	majority	True
obediunc	obedience	obedience	True
withhqld	withheld	withheld	True
emisary	emissary	emissary	True
inniszensabl	indispensable	innispensable	False
distinpuisge	distinguishes	distinguished	False
cameterip	cemeteries	cemeteries	True
clincal	clinical	clinical	True
maneuvnr	maneuvers	maneuvers	True
accrekitatio	accreditation	accreditation	True
dmmunosupprenssan	immunosuppressant	immunosuppressant	True
gredients	ingredients	ingredients	True
mendment	amendment	amendment	True
fxtremey	extremely	extremely	True
structu	structure	structure	True
nerally	generally	generally	True
oierrglyphic	hieroglyphics	hieroglyphics	True
iommando	commando	commandos	False
monikmrs	monikers	monikers	True
succfsse	successes	successes	True
adoptiv	adoptive	adoptive	True
olluting	polluting	polluting	True
towords	towards	towards	True
amquored	acquired	acquired	True
belague	beleaguered	beleaguered	True
assertig	assertion	assertion	True
vourable	favourable	favourable	True
interelated	interrelated	interrelated	True
advertent	inadvertent	inadvertent	True
refrigeratr	refrigerator	refrigerator	True
nooperation	nonoperational	nonoperational	True
spoonfzl	spoonfuls	spoonfuls	True
pslestii	palestinian	palestinian	True
officals	officials	officiall	False
univcrsities	universities	universities	True
speifyi	specifying	specifying	True
disarrac	disarray	disarray	True
transcendec	transcendence	transcendence	True
aralll	parallelly	parallel	False
aciden	accident	accident	True
occaion	occasion	occasional	False
unthallengea	unchallengeable	unchallengeable	True
acomodate	accommodates	accommodates	True
dzspense	dispensed	dispensed	True
entrereneur	entrepreneur	entrepreneurse	False
cyemistr	chemistry	chemistry	True
